nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;;destacada;expedientenumero
barrio 31 calle avellaneda;Finalizada;espacio publico;ministerio de desarrollo humano y habitat;se implementa una nueva infraestructura red de cloaca red pluvial tendido de caaera≠≠a electricared de agua y pavimento de la calle de la manzana 104 y 12;19932136;1;retiro;gendarmeria nacional av 690;-35∞ -22' 41,29'';-59∞ -35' 2,77'';15/8/2016;15/3/2017;7;100;pose;2016;contratacian directa;2965sigaf/16;30709107123;43190;10;617529116;;
esc primaria coman  07 republica arabe de egipto obras generales;Finalizada;escuelas;ministerio de educacion;trabajos de estructura y cubierta metalica;762905;10;villa luro;rivadavia av 9799;-35∞ -26' 29,10'';-59∞ -34' 41,49'';3/10/2016;29/5/2017;7;100;lemme obras civiles srl;2016;licitacion publica;1816/sigaf/2014;30712255249;vecinos;10;46213850;SI;
escuela primaria coman  24 mejora edilicia;Finalizada;escuelas;ministerio de educacion;construccion3 aulas taller;5199700;7;flores;varela av 1802;-35∞ -23' 3,51'';-59∞ -33' 16,24'';12/8/2016;30/3/2017;7;100;dilthey sa;2016;licitacion publica;1816/sigaf/2014;30711331847;vecinos;10;46213850;;
polideportivo colegio  03 mariano moreno obra de infraestructura;Finalizada;escuelas;ministerio de educacion;ejecucion de canchas vestuarios sanitario de discapacitados y sala de profesores;7614048;6;caballito;bacacay 650;-35∞ -26' 32,85'';-59∞ -32' 48,02'';27/12/2016;31/7/2017;7;100;hit construcciones sa;2016;licitacion publica;1816/sigaf/2014;30709605158;vecinos;10;46213850;;
hospital pirovano  readecuacion local residuos peligrosos;Finalizada;salud;ministerio de salud;en el marco del plan de mejoras que se esta desarrollando en la hospital pirovano se preva los trabajos de readecuacion de local de residuos peligrosos;1103965;12;coghlan;monroe av 3555;-35∞ -22' 27,54'';-59∞ -29' 34,84'';1/1/2017;31/8/2017;7;100;mejoramiento hospitalario sa;2014;licitacion publica;76/2014;30707962654;vecinos;3;46213850;;
canil parque patricios;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;espacios verdes;3564845;4;parque patricios;caseros av y monteagudo;-35∞ -22' 13,99'';-59∞ -38' 29,87'';19/4/2016;29/11/2016;7;100;indaltec sa comercializadora paca≠≠fico sa ute;2016;licitacion publica;1816/sigaf/2014;30712217487;vecinos;10;46213850;;
canil plaza armenia;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;espacios verdes;2157347;14;palermo;malabia y costa rica;-35∞ -23' 45,92'';-59∞ -33' 35,69'';19/4/2016;20/11/2016;7;100;indaltec sa comercializadora paca≠≠fico sa ute;2016;licitacion publica;1816/sigaf/2014;30712217487;vecinos;10;46213850;;
esc primaria coman  14 hogar naval stella maris obras generales;Finalizada;escuelas;ministerio de educacion;obra de impermeabilizacion ejecucion de sanitarios para discapacitados y reparaciones varias;2445948;10;floresta;pergamino 211;-35∞ -21' 27,34'';-59∞ -31' 37,94'';15/5/2017;31/12/2017;7;100;dilthey sa;2017;licitacion publica;1816/sigaf/2014;30711331847;vecinos;10;46213850;;
esc primaria coman  12 prof rodolfo senet obras generales;Finalizada;escuelas;ministerio de educacion;trabajos de pintura;40287468;4;barracas;iriarte gral av y montesquieu;-35∞ -24' 12,80'';-59∞ -31' 22,68'';18/4/2017;3/11/2017;7;100;ses sa  mig sa  ute;2017;licitacion publica;1816/sigaf/2014;30712264256;vecinos;10;46213850;;
dique 0  caminabilidad;Finalizada;espacio publico;secretaria de transporte y obras publicas;preva la intervencion y reconfiguracian de dos plazas abiertas con acceso al borde costero y tambian se integrara el bajo autopista correspondiente a la au ba la plata con senderos y nivelaciones de cruces permitiendo asa≠≠ una mejor caminabilidad entre el tramo puerto madero usina del arte;8724312;4;la boca;av pedro de mendoza entre el nodo de av brasil y agusta≠≠n r caffarena;-35∞ -19' 32,98'';-59∞ -33' 24,72'';27/12/2017;5/7/2018;7;100;salvatori sa parques y jardines;2017;licitacion publica;1441sigaf/2017;30512700124;vecinos;10;46213850;;28186525--MGEYA-2016
entorno hospital gutierrez;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;entornos urbanos el proyecto tiene como objetivo mejorar las condiciones del espacio publico que conforma el entorno inmediato al hospital mediante la ejecucion de las veredas;13499518;2;recoleta;sanchez de bustamante 1440;-35∞ -25' 21,17'';-59∞ -38' 15,65'';26/12/2018;15/8/2019;7;100;dyscons sa;2018;licitacion publica;494/sigaf/2018;30709502480;vecinos;10;14987507018;;
buenos aires playa 2018 parque indoamericano  obra civil;Finalizada;espacio publico;corporacion buenos aires sur;ejecucion de playa seca para programa bs as playa 2018;1159932;8;villa soldati;escalada av y castaniares av;-35∞ -25' 0,95'';-59∞ -38' 28,33'';11/12/2017;31/12/2017;7;100;marcelina vial sa;2017;contratacian directa;75cbas2017;30714545473;usuarios;10;46213850;;
parque del bajo traslado de monumentos  obras preliminares;Finalizada;espacio publico;secretaria de transporte y obras publicas;relocalizacion monumento juan de garay y relocalizacion monumento juana azurduy;3547440;1;san nicolas;madero eduardo av y peron juan domingo tte general;-35∞ -24' 23,44'';-59∞ -29' 26,14'';17/7/2017;20/2/2018;7;100;construcciones industriales avellaneda sa;2017;obra menor;23sigaf/17;30710543271;vecinos;10;46213850;;
corbeta uruguay;Finalizada;transporte;secretaria de transporte y obras publicas;la obra consistia en la pavimentacian y ensanche de la calle corbeta uruguay entre las avenidas castillo y antartida argentina con el propasito de descomprimir el transito pesado que actualmente espera sobre la av comodoro py para ingresar al puerto (terminal ra≠≠o de la plata) trasladandolo hacia corbeta uruguay ademas en una segunda fase se sumaron espacios de estacionamiento para la armada;46677605;1;retiro;corbeta uruguay y castillo ramon s pres av;-35∞ -23' 18,27'';-59∞ -30' 33,28'';1/12/2016;30/7/2017;7;100;construmex sa;2016;licitacion publica;2,02E+11;30696394217;vecinos;10;46213850;;
barrio 31 cancha y plaza vilma;Finalizada;espacio publico;ministerio de desarrollo humano y habitat;este proyecto consistia en la puesta en valor del area destinada a espacio publico (area apraximada 806 m2) ubicada en el sector playon oeste el proyecto propuso regenerar el espacio publico para reforzar el uso deportivo que histaricamente tuvo asa≠≠ como tambian el recreativo y de esparcimiento consta de tres grandes espacios una cancha de usos maltiples un recorrido de rampas para el desnivel existente entre la vereda y el galpon acompaaado por terrazas escalonadas de verde que proporcionan una oportunidad aptima para el aporte ambiental y por altimo un gran espacio con juegos para ninios;14148025;1;retiro;gendarmeria nacional av 681;-35∞ -21' 51,75'';-59∞ -33' 18,43'';7/5/2017;15/12/2017;7;100;cooperativa;2017;licitacion publica;1816/sigaf/2014;30505454436;43190;10;46213850;;
barrio los piletones skate park polideportivo;Finalizada;arquitectura;ministerio de desarrollo humano y habitat;recuperacian y mejora del espacio publico en el polideportivo de piletones se colocaran juegos para ninios mobiliario urbano y pargolas se rehabilitara el skatepark existente;2084504;8;villa soldati;continuacian plumerillo y virtual prolongacian de zinny;-35∞ -21' 31,62'';-59∞ -32' 21,96'';9/8/2017;23/3/2018;7;100;cooperativa;2017;licitacion publica;1816/sigaf/2014;30505454436;10573;41;46213850;;
ecoparque 1 b;Finalizada;arquitectura;secretaria de transporte y obras publicas;las intervenciones contemplaron parquizacion con vegetacian autactona y su respectiva instalacion de riego caminos y la construccion de un baao para uso de los visitantes y la plaza de aguas con finalidades educativas restauracion de los edificios patrimoniales;61863537;14;palermo;republica de la india 3013;-35∞ -26' 52,84'';-59∞ -33' 4,91'';6/11/2018;31/10/2019;7;100;altote naku construcciones ute;2018;licitacion publica;242/sigaf/2018;30715868322;vecinos;10;2,02E+11;;
playa ferroviaria  etapa i;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;la obra comprendia el conjunto de tareas necesarias para la puesta en valor del espacio publico playa ferroviaria palermo el objetivo principal es a travas de un paseo minimizar el impacto de divisian espacial que genera el viaducto en esta etapa se incluya el trazado de un sendero a travas de piezas fragmentadas de solado premoldeado asa≠≠ como de una senda aerabica sectores de estar un nuevo patio de juegos y postas aerabicas en relacian con estos nuevos espacios se incorpora equipamiento;26382638;14;palermo;soler 5346;-35∞ -22' 28,79'';-59∞ -29' 34,75'';26/12/2018;21/6/2019;7;100;salvatori;2018;licitacion publica;433/sigaf/2018;30512700124;vecinos;10;2,18E+11;;
playa ferroviaria palermo  etapa 1;Finalizada;arquitectura;secretaria de transporte y obras publicas;la ex playa ferroviaria palermo es un extenso territorio anteriormente en desuso (2 kms de longitud y ancho maximo de 150 ms) localizado en un punto central de la ciudad de buenos aires el proyecto consisitia en desarrollar urbana≠≠sticamente estos terrenos;41513015;14;palermo;soler y godoy cruz;-35∞ -21' 34,09'';-59∞ -33' 23,29'';14/3/2019;30/9/2019;7;100;bosquimano sa;2019;licitacion publica;590/sigaf/2018;30711470022;vecinos;10;2,02E+11;SI;
construccion de nuevo centro de potencia;Finalizada;salud;ministerio de salud;construccion de nuevo centro de potencia;13267700;2;recoleta;gallo 1330;-35∞ -25' 6,42'';-59∞ -38' 34,21'';2/7/2017;14/1/2019;7;100;mejores hospitales sa;2018;adicional de mantenimiento;67/2014;30647354072;vecinos;10;46213850;;
borde plaza san martin;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;obra que como parte de una estrategia de despavimentacian esta orientada a aumentar el espacio verde en la ciudad;28470000;1;retiro;pellegrini y av libertador;-35∞ -26' 57,97'';-59∞ -38' 42,28'';1/8/2022;16/3/2023;7;100;urbaser;2022;contratacian de varias empresas;1816/sigaf/2014;30682256504;vecinos;10;46213850;;
tambito;Finalizada;arquitectura;ministerio de espacio publico e higiene urbana;obra en ejecucion;9382717685;14;palermo;av berro adolfo y av casares;-35∞ -26' 48,56'';-59∞ -33' 45,20'';1/11/2022;20/8/2023;7;100;publicidad sarmiento;2022;licitacion publica;3510026lpu22;30543217936;vecinos;10;46213850;;EX-2018-15629610--GCABA-UGGOAALUPEEI
espacio publico scholas;Finalizada;espacio publico;ministerio de desarrollo humano y habitat;retiro de traslado de tierra y red fina y cloacal lindera mza 104;5259204;1;retiro;colibra≠ 2002;0∞ 0' 0,00'';0∞ 0' 0,00'';17/1/2018;17/8/2018;7;100;algieri;2018;licitacion publica;1816/sigaf/2014;30699339810;20000;15;46213850;;
buenos aires museo;Finalizada;arquitectura;ministerio de cultura;"puesta en valor de la sede elorriaga y sala querubines del buenos aires museo a travas de la renovacion de la muestra museografica incorporando nueva tecnologa≠a este proyecto consolida al buenos aires museo integrante del plan de reposicionamiento del casco histarico como un punto de referencia tura≠stico y cultural valorizando un sitio de gran relevancia histarica y simbalica para la ciudad de buenos aires 
 la propuesta incluye una museografia totalmente renovada cercana y tacnologica un centro de bienvenida al turista y un espacio gastronomico";60000000;1;monserrat;defensa 187;-35∞ -29' 53,57'';-59∞ -33' 38,16'';13/7/1905;13/7/1905;7;100;ses sa;2020;lpu;682sigaf2020;30647727545;69000;10;46213850;;2018-604-MDUYTGC
casa heredia;Finalizada;salud;ministerio de salud;trabajos de refaccion y puesta en valor de la casa de la integracian social sito en heredia 390;1301894055;15;villa ortuzar;heredia 390;-35∞ -21' 48,42'';-59∞ -33' 34,16'';22/9/2021;3/3/2022;7;100;kion saic;2019;licitacion publica;2019351ssass;33522512279;vecinos;10;46213850;;
aa quirofanos ccv 1 etapa;Finalizada;salud;ministerio de salud;aire acondicionado central con condiciones especiales de filtrado y desinfeccian mediante radiacian uv para el servicio de ciruga≠a;29254170;1;constitucion;montes de oca 40;-35∞ -20' 41,21'';-59∞ -33' 10,89'';19/11/2021;1/10/2022;7;100;controlclim sa;2021;2095;†di2021326gcabadgadcyp;30708689412;vecinos;10;46213850;;15.648.285-UPEVO/2016
construccion de galpon comunitario en bajo  autopista;Finalizada;arquitectura;ministerio de desarrollo humano y habitat;"construccion de galpon comunitario en bajo
  autopista";9947175595;1;retiro;vicuaa 885;-34650839∞ 0' 0,00'';-58501875∞ 0' 0,00'';21/6/2022;31/1/2023;7;100;kir;2022;licitacion publica;licitacion publica  70/sigaf/22;30702232046;40203;30;2,02E+11;;
toxicologia;Finalizada;salud;ministerio de salud;reacondicionamiento y remodelacion del ala del 2 piso para disponer de un nuevo servicio de toxicologa≠a con la dotacian de 10 camas para internados;81400000;14;palermo;cervinio 3356;-34637327∞ 0' 0,00'';-58373628∞ 0' 0,00'';24/4/2023;20/10/2023;7;100;cunumi sa;2022;licitacion publica;resol2023158gcabassass;30615748036;vecinos;10;46213850;;
aa quirofanos del pabmouras;Finalizada;salud;ministerio de salud;provision e instalacion de sistema de tratamiento de aire acondicionado central con condiciones especiales de filtrado y desinfeccian mediante radiacian uvc para quirofanos del pabellon mouras del hospital general de agudos josa m penna dependiente del ministerio de salud del gobierno de la ciudad autanoma de buenos aires;135204735;4;parque patricios;chutro pedro prof dr 3380;-35∞ -24' 4,73'';-59∞ -30' 42,66'';15/5/2023;10/12/2023;7;100;controlclim;2023;2095;4010088lpu23;30708689412;vecinos;10;46213850;;
base agentes de transito parque chacabuco;Finalizada;arquitectura;ministerio de seguridad;remodelacion y puesta en valor del edificio de la direccian general cuerpo de agentes de control de transito;90336158;7;parque chacabuco;emilio mitre 981;-35∞ -25' 7,45'';-59∞ -38' 0,20'';3/11/2023;6/6/2024;7;100;unno construcciones srl;2023;licitacion publica;100210039lpu23;30711010536;vecinos;58;2,02E+11;;
abasto barrio cultural;Finalizada;arquitectura;ministerio de cultura;el abasto es un centro natural de la cultura independiente el proyecto busca fortalecer el circuito cultural ya existente expandiendo su oferta al espacio publico a travas de un proyecto integral de desarrollo urbano econamico y cultural;122000000;3;balvanera;agaºero entre jdperan y zelaya / zelaya entre agaºero y jean jaures / jean jaures entre tucuman y lavalle / jean jaures entre valenta≠n gomez y jdperan / sarmiento entre jean jaures y agaºero;-35∞ -26' 51,06'';-59∞ -38' 43,65'';10/9/2022;30/4/2023;7;0;sin informacion;sin informacion;sin informacion;sin informacion;sin informacion;vecinos;10;46213850;;
procuracion etapa 2;En Ejecucion;arquitectura;secretaria de transporte y obras publicas;puesta en valor de los accesos del edificio de procuracion general;396209453;1;san nicolas;uruguay 440;-35∞ -23' 27,45'';-59∞ -32' 9,92'';1/12/2022;30/6/2023;7;0;solterm srl;2022;licitacion publica;101790096lpu22;30702139062;usuarios;10;2,02E+11;;
parque de la memoria explanada;En Ejecucion;espacio publico;secretaria de transporte y obras publicas;redisenio de explanada que contemple un acceso vehicular como acceso de servicio a la sala Äúpresentes ahora y siempreÄù (pays) asimismo se prevan tareas de impermeabilizacion en diversos sectores;68763244;13;belgrano;rafael costanera obligado av 7001;-35∞ -25' 14,31'';-59∞ -32' 15,21'';15/12/2022;15/7/2023;7;0;cunumi sa;2022;licitacion publica;101790106lpu22;30615748036;vecinos;10;2022338879;;
museo del humor;En Ejecucion;arquitectura;secretaria de transporte y obras publicas;puesta en valor rehabilitacion y adecuacion tecnologica de la casa altos de elorriaga ii para instalar el museo del humor;27045925527;1;monserrat;alsina 417 / 419 / 421 / 423;-35∞ -25' 37,52'';-59∞ -37' 21,52'';2/5/2023;2/12/2023;7;0;ses sa;2022;licitacion publica;101790125lpu22;30647727545;la ciudadana≠a en general los turistas y visitantes del casco histarico;10;2,02E+11;;
