nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;expediente-numero
Barrio 31: Polo Educativo Marí­a Elena Walsh;Finalizada;Escuelas;Ministerio de Desarrollo Humano y Hábitat;El edificio Ministerio, toma un sentido longitudinal en la morfologí­a para definir claramente la Ciudad por un lado y las visuales al Rí­o por el otro. Se trata de plantas flexibles, con superficies promedio de 1800mí‚Â². Dentro del volumen único, se diferencian 2 sectores separados por un espacio descubierto central y diferentes alturas a los lados, siendo la mayor el sector del edificio destinado al Ministerio y la menor a la Escuela. La propuesta contempló accesos independientes para la Escuela y el Ministerio con dos plazas diferenciadas. El edificio Escuela se desarrolla en tres niveles y un entrepiso. Cuenta con un Jardí­n de Infantes, la Escuela Primaria y el Programa de Adultos, comedor y SUM. Cada sector del programa edilicio dispondrá de un área de expansión.;$ 697.650.207,00;1;Retiro;Gendarmeria Nacional Av. 690;-34,582058;-58,38014;8/1/2018;30/8/2019;19;100;Bricons S.A.I.C.F.I.;2017;Licitación Pública Internacional;1304/SIGAF/17;30541068151;43190;10;EX2017- 17660552-MGEYA-DGOPDU
Lactario y cocina central -Obra y relocalización;Finalizada;Salud;Ministerio de Salud;"Construcción de un nuevo edificio para alojar la nueva cocina central; la relocalización del comedor médico; las oficinas de la división alimentación, cooperadora y escuela. Abarca también la remodelación de un sector del Pabellón Médico a fin de permitir la reubicación y ampliación del servicio de Lactario y sus dependencias. 850 m2";$ 75.682.210,00;2;Recoleta;Gallo 1330;-34,594189;-58,412072;1/11/2018;30/4/2020;15;100;Mejores Hospitales S.A;2017;Licitación Pública;1613/2017;30647354072;vecinos;10;46213850
Pabellón San Camilo (Apuntalamiento y Demolición);Finalizada;Salud;Ministerio de Salud;La obra consistió en la demolición total del Pabellón San Camilo del Hospital General de Niños Dr. Pedro de Elizalde. El mismo es un edificio inhabilitado para el uso y consta una superficie cubierta de aproximadamente 733 m2 totales distribuidas en tres plantas (1 Subsuelo, Planta Baja y Primer Piso) con una altura promedio de 15 metros, este edificio data de más de 100 años de antigí¼edad. Superficie a Demoler: 733m2. Plazo de obra: 150 dí­as corridos.;$ 13.001.186,00;4;Barracas;Montes De Oca, Manuel Av. 40;-34,62890617;-58,37761195;20/12/2018;30/5/2019;5;100;Venegoni Hnos Empresa Constructora S.A.;2018;Decreto N° 433/16;8568/2018;30637213063;vecinos;10;46213850
Escuela Infantil N.° 8 D.E. 15 - Siglo XXI;Finalizada;Escuelas;Ministerio de Educación;Inicial;300.000.000;12;Villa Urquiza;RIVERA, PEDRO I., DR. 4221;-34,5672;-58,479434;1/12/2013;30/10/2016;29;100;Criba S.A.;2013;Licitación Pública;1816/SIGAF/2014;30505454436;vecinos;10;46213850
ISPEE - Siglo XXI;Finalizada;Escuelas;Ministerio de Educación;Media;300.000.000;12;Villa Urquiza;Holmberg 2754;-34,5672;-58,479434;1/12/2013;30/10/2016;29;100;Criba S.A.;2013;Licitación Pública;1816/SIGAF/2014;30505454436;vecinos;10;46213850
Polo educativo Maria Elena Walsh - Escuela Infantil N.° 11 D.E. 1;Finalizada;Escuelas;Ministerio de Educación;Inicial;300.000.000;1;Retiro;Perette y Calle 10;-34,581404;-58,380747;26/10/2017;28/2/2019;15;100;Bricons;2017;Licitación Pública;1816/SIGAF/2014;30505454436;vecinos;10;46213850
Polo educativo Maria Elena Walsh - Escuela de Educación Primaria N.° 11 D.E. 1;Finalizada;Escuelas;Ministerio de Educación;Primaria;300.000.000;1;Retiro;Perette y Calle 10;-34,581404;-58,380747;26/10/2017;28/2/2019;15;100;Bricons;2017;Licitación Pública;1816/SIGAF/2014;30505454436;vecinos;10;46213850
Polo educativo Maria Elena Walsh- Adultos;Finalizada;Escuelas;Ministerio de Educación;Adultos;300.000.000;1;Retiro;Perette y Calle 10;-34,580038;-58,382581;26/10/2017;28/2/2019;15;100;Bricons;2017;Licitación Pública;1816/SIGAF/2014;30505454436;vecinos;10;46213850
Jardí­n de Infantes Integral N.° 10 D.E. 1;Finalizada;Escuelas;Ministerio de Desarrollo Humano y Hábitat;Inicial. Obra ejecutada por la Secretarí­a de Integración Social y Urbana.;$ 21.296.166,00;1;Retiro;Parcela 1P . Manzana 162° . Sección 15- Circunscripción 19;-34,579051;-58,390681;22/12/2017;31/12/2018;12;100;Kir S.R.L;2017;Licitación Pública;1453-SIGAF/17;30702232046;vecinos;10;23.770.562-MGEYA-DGOPDU/17
Ecoparque: Plaza Italia y Zona Libertador;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;Plaza Italia: las intervenciones involucraron la conformación de senderos, puesta en valor de edificios patrimoniales, esculturas, puente, paquizacion con vegetación autóctona e instalación de riego, intervención en Lago Darwin consolidando bordes de lago e impermeabilización del mismo. Libertador: Las intervenciones involucran construcción de baños públicos, la conformación de senderos, puesta en valor de esculturas, fuentes, paquizacion con vegetación autóctona de la region del Delta e instalación de riego, intervención en Lago Burmeister consolidando bordes de lago del mismo, construcción de piletas de biorremediacion, construcción de plataformas para zonas de juegos infantiles y colocación de Calesita.;$ 93.517.962,00;14;Palermo;Republica De La India 3001;-34,57831945;-58,4148211;28/12/2017;28/9/2018;9;100;ALTOTE S.A. - NAKU CONSTRUCCIONES S.R.L. (UTE);2017;Obra Publica;1451-SIGAF/2017;30712263454;vecinos;10;EX-2017-23053226- -MGEYA-DGOINFU
Ecoparque: Centro de Rescate de Fauna Marina;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;"Constituye un nuevo recinto unificado, conformado por un conjunto de piletas de tamaño diferenciados y areas de manejos entre las mismas; destinadas a alojar especies de lobos marinos pertenecientes a la colección del Ecoparque y todo ejemplar proveniente del programa de rescate.";$ 12.431.948,00;14;Palermo;Republica De La India 3003;-34,57831945;-58,4148211;10/8/2018;7/2/2019;6;100;VILLAREX S.A.;2017;Licitación Privada;21/SIGAF/2018;30712097996;vecinos;10;EX-2018-15629610--GCABA-UGGOAALUPEEI
Ecoparque: Nuevo Reptilario;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;La intervención consistió en la restauración de cubiertas y fachadas originales y la readecuacion de recintos interiores para el alojamiento de la colección de reptiles del Ecoparque. Como obra nueva se construyeron recintos exteriores y se paralizó la zona verde.;$ 2.820.044,50;14;Palermo;Republica De La India 3005;-34,57831945;-58,4148211;23/7/2018;21/11/2018;4;100;VILLAREX S.A.;2017;Licitación Privada;06/SIGAF/18;30712097996;vecinos;10;EX-2018-8039529-UGGOAALUPEEI
Ecoparque: Templo de Vesta;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;Todas las instalaciones referentes al bombeo, tratamiento y filtrados, se encuentran centralizadas en la sala tecnica.;$ 6.206.032,00;14;Palermo;Republica De La India 3011;-34,57831945;-58,4148211;5/6/2019;5/9/2019;3;100;Hit Construcciones S.A;2019;Licitación Pública;210/SIGAF/2019;30709605158;vecinos;10;EX-2019- 10601603-DGRU
Ecoparque: Glorieta;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;Las intervenciones proyectadas se basaron, principalmente, en un criterio de Conservación, ejecutando tareas de limpieza y protección.;$ 2.844.941,00;14;Palermo;Republica De La India 3012;-34,57831945;-58,4148211;5/6/2019;15/9/2019;3;100;Hit Construcciones S.A;2024;Licitación Privada;11/SIGAF/2019;30709605158;vecinos;10;EX-2019-09004618- -GCABA-DGRU
Ecoparque: puesta en valor del Hospital de Fauna Silvestre y Nursery;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;Adecuación edilicia.Tratamiento de fachadas. Interiores,instalaciones sanitarias, eléctricas, solados, bretes internos y externos. Instalación termomecánica, calefación, laboratorio, quirófano y rayos. Oficinas.;$ 91.370.000,00;14;Palermo;Republica De La India 3013;-34,57831945;-58,4148211;7/1/2019;15/3/2020;5;100;Parquizar;2024;Licitación Pública;1816/SIGAF/2014;30505454436;vecinos;10;46213850
Ecoparque: 1 B;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;Las intervenciones contemplaron parquizacion con vegetación autóctona y su respectiva instalación de riego. Caminos y la construcción de un baño para uso de los visitantes y la plaza de aguas con finalidades educativas. Restauración de los edificios patrimoniales.;$ 61.863.537,00;14;Palermo;Republica De La India 3013;-34,57831945;-58,4148211;6/11/2018;31/10/2019;7;100;ALTOTE -NAKU CONSTRUCCIONES UTE;2018;Licitación Pública;242/SIGAF/2018;30715868322;vecinos;10;EX-2018-15352359- -MGEYA-UGGOAALUPEEI
Plaza Flores;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Renovación del espacio verde público, plantación especies herbáceas florales. Nuevos lugares de estar en los sitios de la plaza que se encuentran subutilizados y en mal estado. Incorporación de bancos e iluminación peatonal lo cual, junto a la apertura dada por la extracción del Ficus benjamina aumentará la seguridad del sitio.;$ 10.383.300,00;7;Flores;Yerbal 2450;-34,628034;-58,463758;11/3/2019;11/7/2019;4;100;MONGE CONSTRUCCIONES S.R.L.;2018;Licitación Pública;672/SIGAF/2018;30711946957;vecinos;10;32659738/DGRU/2018
Mercado del Progreso;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Destacar el significativo valor urbaní­stico, patrimonial e histórico del Mercado del Progreso, dado que define y califica el paisaje urbano y el espacio público del área de Primera Junta.;$ 19.970.754,00;6;Caballito;Av. Rivadavia 5430;-34,620993;-58,441581;13/5/2019;31/12/2019;6;100;Hit Construcciones S.A;2024;Licitación Pública;1816/SIGAF/2014;30505454436;vecinos;10;46213850
Confiterí­a del Molino - cúpula;Finalizada;Arquitectura;Ministerio de Espacio Público e Higiene Urbana;Las intervenciones proyectadas se basan, principalmente, en un criterio de conservación, ejecutando tareas de limpieza y protección, conjuntamente con obras de iluminación que jerarquizan los elementos significativos. Esta intervención busca poner en valor y conservar la Cúpula, dado su valor histórico y patrimonial. La Conservación de la Cúpula comprende el retiro de todos elementos no originales de la misma, la recuperación de las terminaciones y la reposición de los elementos ornamentales perdidos y el tratamiento y conservación de los existentes teniendo en cuenta la verificación de la estabilidad de los mismos.;$ 10.189.295,00;1;Monserrat;Av. Rivadavia 1815;-34,608774;-58,392316;15/7/2019;15/5/2020;10;100;Progorod S.A;2019;Licitación Pública;80/SIGAF/2019;30710686382;vecinos;10;35360996/DGRU/2018
Confiterí­a de Molino - cubierta;Finalizada;Arquitectura;Ministerio de Espacio Público e Higiene Urbana;La intervención proyectada se enmarca dentro de una serie de acciones que buscan poner en valor y conservar la totalidad del edificio, siendo objeto de la presente licitación la conservación, impermeabilización y readecuación de las cubiertas del Edificio â€œConfiterí­a el Molinoâ€. Esta intervención, busca proveer de hermeticidad a la cubierta plana del edificio.;$ 7.709.334,00;1;Monserrat;Av. Rivadavia 1816;-34,608866;-58,392106;4/7/2019;1/6/2020;11;100;Progorod S.A;2019;Licitación Pública;190/SIGAF/2019;30710686382;vecinos;10;10106632/DGRU/2019
Confiterí­a de Molino - fachadas;Finalizada;Arquitectura;Ministerio de Espacio Público e Higiene Urbana;Las intervenciones proyectadas se basan en la ejecución de tareas de limpieza y protección, conjuntamente con obras de iluminación. La Conservación de la fachada.comprende el retiro de todos los elementos â€œno originalesâ€ de la misma, la recuperación de las terminaciones y la reposición de los elementos ornamentales perdidos, el tratamiento y conservación de los existentes, teniendo en cuenta la verificación de la estabilidad de los mismos.;$ 20.958.022,00;1;Monserrat;Av. Rivadavia 1817;-34,608866;-58,392106;27/8/2019;19/6/2020;10;100;Hit Construcciones S.A;2019;Licitación Pública;263/SIGAF/2019;30709605158;vecinos;10;14117941/DGRU/2019
Parque Estación Buenos Aires;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Generación de un espacio público, emplazado en el terreno central del reciente desarrollo de viviendas construidas en lo que fueran los galpones de acopio de la Estación Buenos Aires. Se cuenta con zonas de estar, circuitos peatonales y deportivos con la presencia de árboles y especies herbáceas nativas. Se utilizan sistemas urbanos de drenaje sostenible como retardadores de agua. Se plantaron árboles y especies herbáceas nativas. Respecto al alumbrado, se colocaron luminarias con tecnologí­a LED perimetrales al parque y en los caminos. El parque cuenta con zonas de estar, juegos para chicos, circuitos peatonales y deportivos.;$ 58.332.788,00;4;Parque Patricios;Suarez 3100;-34,64411;-58,392785;1/2/2019;31/12/2019;6;100;Instalectro S.A.;2018;Licitación Pública;475/SIGAF/2018;33661628729;vecinos;10;14602920/DGEV/2018
Casa Cuna II;En licitación;Arquitectura;Ministerio de Espacio Público e Higiene Urbana;En respuesta a la propuesta de BA ELIGE con el fin de la recuperación total del espacio y revitalización de sus funciones, y en lí­nea con los trabajos realizados en la â€œEtapa Iâ€, se procederá a ejecutar las tareas necesarias para crear un sector bajo autopista dónde se proponen funciones recreativas y deportivas, (cancha de fútbol 5, fútbol tenis, mesas de ping pong y pista de skate) y un sector en la plazoleta dónde se incorporarán postas aeróbicas.;$ 30.845.581,00;4;Barracas;Av. Caseros 1100;-34,62928;-58,378994;3/10/2019;3/2/2020;4;0;Altote S.A;2019;Licitación Pública;461/SIGAF/2019;30707431896;vecinos;10;17020637/2019-DGEV
Playa Ferroviaria - etapa I;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;La obra comprendió el conjunto de tareas necesarias para la puesta en valor del espacio público Playa Ferroviaria Palermo. El objetivo principal es, a través de un paseo, minimizar el impacto de división espacial que genera el viaducto. En esta etapa, se incluyó el trazado de un sendero a través de piezas fragmentadas de solado premoldeado, así­ como de una senda aeróbica, sectores de estar, un nuevo patio de juegos y postas aeróbicas. En relación con estos nuevos espacios, se incorpora equipamiento.;$ 26.382.638,00;14;Palermo;Soler 5346;-34,582901;-58,430109;26/12/2018;21/6/2019;7;100;SALVATORI;2018;Licitación Pública;433/SIGAF/2018;30512700124;vecinos;10;21792841/DGEV/2018
Barrio 31: Centro de formacion profesional N°38;Finalizada;Escuelas;Ministerio de Desarrollo Humano y Hábitat;Adultos. Obra ejecutada por la Secretarí­a de Integración Social y Urbana.;$ 29.698.965,00;1;Retiro;Parcela 1P . Manzana 162° . Sección 15- Circunscripción 19;-34,579195;-58,390715;27/12/2017;29/10/2018;10;100;Bricons S.A.I.C.F.I.;2017;Licitación Pública;1454- SIGAF/17;30541068151;43190;10;23657848-2017-MGEYA-DGOPDU
